Window,Pattern,Target,Triggers,Wins,Balance,ROI,Stability
8,"[np.int64(7), np.int64(9), np.int64(37)]",1,200,8,40,20.0,6/10 (60%)
8,"[np.int64(18), np.int64(24), np.int64(27)]",4,150,6,30,20.0,6/9 (67%)
8,"[np.int64(0), np.int64(1), np.int64(11)]",14,175,7,35,20.0,6/10 (60%)
8,"[np.int64(19), np.int64(24), np.int64(25)]",29,175,7,35,20.0,6/10 (60%)
8,"[np.int64(0), np.int64(17), np.int64(18)]",4,175,7,35,20.0,6/9 (67%)
8,"[np.int64(0), np.int64(12), np.int64(26)]",4,225,9,45,20.0,6/9 (67%)
8,"[np.int64(17), np.int64(21), np.int64(37)]",34,175,7,35,20.0,6/9 (67%)
8,"[np.int64(6), np.int64(21), np.int64(34)]",25,250,10,50,20.0,6/9 (67%)
8,"[np.int64(3), np.int64(31), np.int64(35)]",26,200,8,40,20.0,6/9 (67%)
8,"[np.int64(18), np.int64(20), np.int64(34)]",6,200,8,40,20.0,6/10 (60%)
8,"[np.int64(11), np.int64(21), np.int64(25)]",15,175,7,35,20.0,6/9 (67%)
8,"[np.int64(3), np.int64(7), np.int64(18)]",16,200,8,40,20.0,6/9 (67%)
8,"[np.int64(11), np.int64(12), np.int64(22)]",18,150,6,30,20.0,6/9 (67%)
8,"[np.int64(17), np.int64(21), np.int64(37)]",13,175,7,35,20.0,6/9 (67%)
8,"[np.int64(2), np.int64(13), np.int64(24)]",29,175,7,35,20.0,6/10 (60%)
8,"[np.int64(16), np.int64(26), np.int64(37)]",28,200,8,40,20.0,6/9 (67%)
8,"[np.int64(13), np.int64(22), np.int64(37)]",10,200,8,40,20.0,7/9 (78%)
8,"[np.int64(3), np.int64(22), np.int64(31)]",5,225,9,45,20.0,6/9 (67%)
8,"[np.int64(12), np.int64(30), np.int64(37)]",28,225,9,45,20.0,7/10 (70%)
8,"[np.int64(3), np.int64(7), np.int64(18)]",30,200,8,40,20.0,6/9 (67%)
8,"[np.int64(16), np.int64(22), np.int64(30)]",9,250,10,50,20.0,6/9 (67%)
8,"[np.int64(16), np.int64(22), np.int64(30)]",1,250,10,50,20.0,7/9 (78%)
8,"[np.int64(14), np.int64(21), np.int64(36)]",19,175,7,35,20.0,6/9 (67%)
8,"[np.int64(14), np.int64(21), np.int64(36)]",31,175,7,35,20.0,6/9 (67%)
8,"[np.int64(22), np.int64(31), np.int64(34)]",36,200,8,40,20.0,6/9 (67%)
8,"[np.int64(9), np.int64(29), np.int64(31)]",16,200,8,40,20.0,6/10 (60%)
8,"[np.int64(14), np.int64(21), np.int64(36)]",7,175,7,35,20.0,6/9 (67%)
8,"[np.int64(8), np.int64(10), np.int64(31)]",26,200,8,40,20.0,6/9 (67%)
8,"[np.int64(8), np.int64(19), np.int64(31)]",26,200,8,40,20.0,6/10 (60%)
8,"[np.int64(5), np.int64(10), np.int64(26)]",29,175,7,35,20.0,5/8 (62%)
8,"[np.int64(3), np.int64(31), np.int64(35)]",11,200,8,40,20.0,6/9 (67%)
8,"[np.int64(3), np.int64(31), np.int64(35)]",17,200,8,40,20.0,6/9 (67%)
8,"[np.int64(2), np.int64(21), np.int64(30)]",7,200,8,40,20.0,6/9 (67%)
8,"[np.int64(4), np.int64(11), np.int64(18)]",16,175,7,35,20.0,6/10 (60%)
8,"[np.int64(5), np.int64(25), np.int64(32)]",18,150,6,30,20.0,6/9 (67%)
8,"[np.int64(3), np.int64(22), np.int64(31)]",29,225,9,45,20.0,6/9 (67%)
8,"[np.int64(5), np.int64(18), np.int64(31)]",11,150,6,30,20.0,5/8 (62%)
8,"[np.int64(5), np.int64(18), np.int64(31)]",3,150,6,30,20.0,5/8 (62%)
8,"[np.int64(3), np.int64(19), np.int64(35)]",34,150,6,30,20.0,5/8 (62%)
8,"[np.int64(0), np.int64(5), np.int64(23)]",4,150,6,30,20.0,6/9 (67%)
8,"[np.int64(1), np.int64(10), np.int64(33)]",24,175,7,35,20.0,6/9 (67%)
8,"[np.int64(2), np.int64(18), np.int64(19)]",17,175,7,35,20.0,6/9 (67%)
8,"[np.int64(2), np.int64(18), np.int64(19)]",33,175,7,35,20.0,6/9 (67%)
8,"[np.int64(7), np.int64(11), np.int64(15)]",19,175,7,35,20.0,6/10 (60%)
8,"[np.int64(17), np.int64(26), np.int64(30)]",0,175,7,35,20.0,6/9 (67%)
8,"[np.int64(0), np.int64(16), np.int64(26)]",6,200,8,40,20.0,6/9 (67%)
8,"[np.int64(2), np.int64(11), np.int64(23)]",32,175,7,35,20.0,6/9 (67%)
8,"[np.int64(0), np.int64(28), np.int64(33)]",17,150,6,30,20.0,6/9 (67%)
8,"[np.int64(3), np.int64(6), np.int64(31)]",30,275,11,55,20.0,6/9 (67%)
8,"[np.int64(18), np.int64(20), np.int64(30)]",36,150,6,30,20.0,6/10 (60%)
8,"[np.int64(19), np.int64(22), np.int64(33)]",15,150,6,30,20.0,6/10 (60%)
8,"[np.int64(6), np.int64(21), np.int64(34)]",23,250,10,50,20.0,6/9 (67%)
8,"[np.int64(6), np.int64(23), np.int64(28)]",34,200,8,40,20.0,6/9 (67%)
8,"[np.int64(5), np.int64(18), np.int64(31)]",26,150,6,30,20.0,5/8 (62%)
8,"[np.int64(5), np.int64(18), np.int64(31)]",35,150,6,30,20.0,5/8 (62%)
8,"[np.int64(8), np.int64(10), np.int64(31)]",0,200,8,40,20.0,6/9 (67%)
8,"[np.int64(21), np.int64(32), np.int64(37)]",34,175,7,35,20.0,6/9 (67%)
8,"[np.int64(9), np.int64(17), np.int64(25)]",30,175,7,35,20.0,6/10 (60%)
8,"[np.int64(12), np.int64(13), np.int64(32)]",6,150,6,30,20.0,6/9 (67%)
8,"[np.int64(1), np.int64(6), np.int64(31)]",19,275,11,55,20.0,6/9 (67%)
8,"[np.int64(13), np.int64(20), np.int64(23)]",0,175,7,35,20.0,6/9 (67%)
8,"[np.int64(18), np.int64(22), np.int64(26)]",23,200,8,40,20.0,6/10 (60%)
8,"[np.int64(10), np.int64(26), np.int64(29)]",24,175,7,35,20.0,6/9 (67%)
8,"[np.int64(4), np.int64(33), np.int64(36)]",26,175,7,35,20.0,6/10 (60%)
8,"[np.int64(21), np.int64(25), np.int64(29)]",18,175,7,35,20.0,6/9 (67%)
8,"[np.int64(0), np.int64(26), np.int64(37)]",13,175,7,35,20.0,6/9 (67%)
8,"[np.int64(8), np.int64(17), np.int64(21)]",20,150,6,30,20.0,5/8 (62%)
8,"[np.int64(0), np.int64(1), np.int64(28)]",2,150,6,30,20.0,6/9 (67%)
8,"[np.int64(0), np.int64(17), np.int64(18)]",1,175,7,35,20.0,6/9 (67%)
8,"[np.int64(10), np.int64(17), np.int64(21)]",2,175,7,35,20.0,6/9 (67%)
8,"[np.int64(4), np.int64(32), np.int64(34)]",10,150,6,30,20.0,6/9 (67%)
8,"[np.int64(26), np.int64(32)]",23,1251,50,249,19.904076738609113,7/10 (70%)
8,"[np.int64(2), np.int64(35)]",15,1076,43,214,19.888475836431226,6/10 (60%)
8,"[np.int64(12), np.int64(15)]",22,1152,46,228,19.791666666666664,6/10 (60%)
8,"[np.int64(5), np.int64(13)]",0,1077,43,213,19.77715877437326,6/9 (67%)
8,"[np.int64(14), np.int64(17)]",32,1052,42,208,19.771863117870723,6/10 (60%)
5,"[np.int64(24), np.int64(35)]",22,476,19,94,19.747899159663866,6/10 (60%)
5,"[np.int64(6), np.int64(28)]",26,451,18,89,19.733924611973393,6/9 (67%)
5,"[np.int64(13), np.int64(24)]",34,426,17,84,19.718309859154928,7/10 (70%)
5,"[np.int64(13), np.int64(24)]",15,426,17,84,19.718309859154928,6/10 (60%)
5,"[np.int64(4), np.int64(37)]",1,426,17,84,19.718309859154928,6/9 (67%)
5,"[np.int64(11), np.int64(24)]",31,426,17,84,19.718309859154928,6/10 (60%)
8,"[np.int64(16), np.int64(17)]",22,1078,43,212,19.666048237476808,7/9 (78%)
8,"[np.int64(16), np.int64(17)]",34,1078,43,212,19.666048237476808,8/9 (89%)
5,"[np.int64(7), np.int64(10)]",4,351,14,69,19.65811965811966,7/9 (78%)
5,"[np.int64(7), np.int64(10)]",1,351,14,69,19.65811965811966,6/9 (67%)
5,"[np.int64(27), np.int64(36)]",34,351,14,69,19.65811965811966,6/9 (67%)
5,"[np.int64(7), np.int64(10)]",2,351,14,69,19.65811965811966,6/9 (67%)
8,"[np.int64(21), np.int64(36)]",23,1053,42,207,19.65811965811966,7/10 (70%)
8,"[np.int64(21), np.int64(36)]",19,1053,42,207,19.65811965811966,6/10 (60%)
5,"[np.int64(8), np.int64(28)]",7,326,13,64,19.631901840490798,6/9 (67%)
8,"[np.int64(15), np.int64(16), np.int64(23)]",24,276,11,54,19.565217391304348,6/9 (67%)
5,"[np.int64(0), np.int64(22)]",29,527,21,103,19.54459203036053,7/9 (78%)
5,"[np.int64(23), np.int64(29)]",31,477,19,93,19.49685534591195,6/10 (60%)
5,"[np.int64(23), np.int64(29)]",21,477,19,93,19.49685534591195,6/10 (60%)
5,"[np.int64(4), np.int64(35)]",30,452,18,88,19.469026548672566,6/10 (60%)
5,"[np.int64(3), np.int64(32)]",11,452,18,88,19.469026548672566,6/9 (67%)
8,"[np.int64(17), np.int64(23), np.int64(30)]",15,226,9,44,19.469026548672566,6/10 (60%)
8,"[np.int64(11), np.int64(16), np.int64(24)]",7,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(29), np.int64(30), np.int64(34)]",37,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(1), np.int64(14), np.int64(22)]",24,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(20), np.int64(26), np.int64(28)]",27,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(29), np.int64(30), np.int64(34)]",7,226,9,44,19.469026548672566,7/9 (78%)
8,"[np.int64(17), np.int64(23), np.int64(30)]",0,226,9,44,19.469026548672566,6/10 (60%)
8,"[np.int64(0), np.int64(22), np.int64(30)]",25,226,9,44,19.469026548672566,6/10 (60%)
8,"[np.int64(3), np.int64(11), np.int64(35)]",32,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(6), np.int64(32), np.int64(34)]",28,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(0), np.int64(22), np.int64(30)]",27,226,9,44,19.469026548672566,7/10 (70%)
8,"[np.int64(1), np.int64(14), np.int64(22)]",6,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(29), np.int64(30), np.int64(34)]",10,226,9,44,19.469026548672566,6/9 (67%)
8,"[np.int64(6), np.int64(21), np.int64(31)]",29,226,9,44,19.469026548672566,6/9 (67%)
5,"[np.int64(7), np.int64(21)]",28,427,17,83,19.437939110070257,6/9 (67%)
5,"[np.int64(8), np.int64(17)]",0,427,17,83,19.437939110070257,6/9 (67%)
5,"[np.int64(6), np.int64(17)]",28,427,17,83,19.437939110070257,6/10 (60%)
5,"[np.int64(8), np.int64(17)]",23,427,17,83,19.437939110070257,6/9 (67%)
5,"[np.int64(18), np.int64(26)]",37,402,16,78,19.402985074626866,7/10 (70%)
5,"[np.int64(13), np.int64(32)]",17,402,16,78,19.402985074626866,6/10 (60%)
8,"[np.int64(6), np.int64(33), np.int64(34)]",22,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(6), np.int64(14), np.int64(34)]",32,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(3), np.int64(26), np.int64(31)]",34,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(22), np.int64(24), np.int64(26)]",16,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(7), np.int64(21), np.int64(34)]",26,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(21), np.int64(26), np.int64(29)]",6,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(18), np.int64(25), np.int64(30)]",33,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(11), np.int64(12), np.int64(17)]",30,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(2), np.int64(23), np.int64(25)]",19,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(4), np.int64(15), np.int64(28)]",35,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(6), np.int64(19), np.int64(33)]",29,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(2), np.int64(15), np.int64(32)]",10,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(10), np.int64(32), np.int64(35)]",37,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(4), np.int64(15), np.int64(28)]",18,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(18), np.int64(21), np.int64(33)]",0,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(2), np.int64(15), np.int64(32)]",8,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(7), np.int64(13), np.int64(32)]",17,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(15), np.int64(31), np.int64(33)]",24,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(3), np.int64(10), np.int64(16)]",35,201,8,39,19.402985074626866,6/9 (67%)
8,"[np.int64(15), np.int64(31), np.int64(33)]",0,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(15), np.int64(31), np.int64(33)]",16,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(7), np.int64(13), np.int64(32)]",37,201,8,39,19.402985074626866,6/10 (60%)
8,"[np.int64(13), np.int64(28), np.int64(37)]",8,201,8,39,19.402985074626866,6/9 (67%)
5,"[np.int64(6), np.int64(31)]",34,578,23,112,19.377162629757784,6/9 (67%)
5,"[np.int64(26), np.int64(29)]",31,377,15,73,19.363395225464192,6/10 (60%)
5,"[np.int64(16), np.int64(17)]",30,377,15,73,19.363395225464192,6/9 (67%)
5,"[np.int64(17), np.int64(33)]",34,377,15,73,19.363395225464192,6/10 (60%)
5,"[np.int64(16), np.int64(17)]",14,377,15,73,19.363395225464192,6/9 (67%)
5,"[np.int64(20), np.int64(25)]",6,377,15,73,19.363395225464192,6/10 (60%)
3,"[np.int64(6), np.int64(34)]",29,176,7,34,19.318181818181817,6/9 (67%)
3,"[np.int64(6), np.int64(34)]",20,176,7,34,19.318181818181817,6/9 (67%)
5,"[np.int64(4), np.int64(36)]",35,352,14,68,19.318181818181817,6/10 (60%)
5,"[np.int64(3), np.int64(14)]",1,352,14,68,19.318181818181817,6/9 (67%)
8,"[np.int64(8), np.int64(21), np.int64(26)]",36,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(11), np.int64(15), np.int64(28)]",33,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(1), np.int64(4), np.int64(11)]",36,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(0), np.int64(10), np.int64(19)]",9,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(2), np.int64(13), np.int64(20)]",15,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(17), np.int64(25), np.int64(34)]",37,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(4), np.int64(15), np.int64(21)]",30,176,7,34,19.318181818181817,7/9 (78%)
8,"[np.int64(2), np.int64(18), np.int64(34)]",5,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(4), np.int64(11), np.int64(19)]",5,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(4), np.int64(8), np.int64(12)]",6,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(4), np.int64(26), np.int64(28)]",15,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(1), np.int64(8), np.int64(12)]",16,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(3), np.int64(14), np.int64(16)]",1,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(1), np.int64(4), np.int64(11)]",12,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(4), np.int64(11), np.int64(13)]",12,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(1), np.int64(8), np.int64(12)]",27,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(11), np.int64(22), np.int64(30)]",26,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(2), np.int64(3), np.int64(33)]",18,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(9), np.int64(14), np.int64(37)]",27,176,7,34,19.318181818181817,5/8 (62%)
8,"[np.int64(4), np.int64(11), np.int64(13)]",15,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(0), np.int64(8), np.int64(29)]",12,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(2), np.int64(18), np.int64(22)]",19,176,7,34,19.318181818181817,7/10 (70%)
8,"[np.int64(1), np.int64(4), np.int64(11)]",6,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(9), np.int64(14), np.int64(37)]",6,176,7,34,19.318181818181817,6/8 (75%)
8,"[np.int64(10), np.int64(15), np.int64(33)]",19,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(4), np.int64(26), np.int64(28)]",12,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(9), np.int64(14), np.int64(37)]",8,176,7,34,19.318181818181817,5/8 (62%)
8,"[np.int64(4), np.int64(11), np.int64(19)]",12,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(28)]",31,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(18), np.int64(21), np.int64(36)]",17,176,7,34,19.318181818181817,6/10 (60%)
8,"[np.int64(3), np.int64(7), np.int64(12)]",6,176,7,34,19.318181818181817,6/9 (67%)
8,"[np.int64(11), np.int64(30)]",4,956,38,184,19.246861924686193,7/10 (70%)
8,"[np.int64(15), np.int64(18)]",29,1107,44,213,19.241192411924118,7/10 (70%)
3,"[np.int64(21), np.int64(35)]",28,151,6,29,19.205298013245034,6/10 (60%)
5,"[np.int64(13), np.int64(19)]",28,453,18,87,19.205298013245034,6/10 (60%)
5,"[np.int64(1), np.int64(20)]",6,453,18,87,19.205298013245034,6/9 (67%)
8,"[np.int64(2), np.int64(10), np.int64(12)]",33,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(22)]",19,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(6), np.int64(8), np.int64(27)]",4,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(9), np.int64(17), np.int64(22)]",15,151,6,29,19.205298013245034,6/10 (60%)
8,"[np.int64(8), np.int64(14), np.int64(27)]",6,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(8), np.int64(14), np.int64(27)]",29,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(3), np.int64(7), np.int64(25)]",31,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(6), np.int64(7), np.int64(18)]",13,151,6,29,19.205298013245034,6/10 (60%)
8,"[np.int64(3), np.int64(23), np.int64(36)]",19,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(3), np.int64(23), np.int64(36)]",16,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(3), np.int64(14), np.int64(23)]",6,151,6,29,19.205298013245034,6/8 (75%)
8,"[np.int64(5), np.int64(21), np.int64(35)]",10,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(8), np.int64(11), np.int64(15)]",28,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(10), np.int64(25), np.int64(37)]",28,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(18), np.int64(24), np.int64(30)]",34,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(17), np.int64(21), np.int64(31)]",5,151,6,29,19.205298013245034,6/10 (60%)
8,"[np.int64(15), np.int64(18), np.int64(30)]",2,151,6,29,19.205298013245034,6/10 (60%)
8,"[np.int64(8), np.int64(14), np.int64(27)]",0,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(18), np.int64(19), np.int64(37)]",29,151,6,29,19.205298013245034,5/8 (62%)
8,"[np.int64(3), np.int64(14), np.int64(23)]",9,151,6,29,19.205298013245034,6/8 (75%)
8,"[np.int64(18), np.int64(19), np.int64(37)]",11,151,6,29,19.205298013245034,5/8 (62%)
8,"[np.int64(6), np.int64(8), np.int64(27)]",1,151,6,29,19.205298013245034,6/9 (67%)
8,"[np.int64(27), np.int64(34)]",26,881,35,169,19.182746878547103,6/10 (60%)
8,"[np.int64(27), np.int64(34)]",8,881,35,169,19.182746878547103,6/10 (60%)
8,"[np.int64(33), np.int64(37)]",31,881,35,169,19.182746878547103,6/10 (60%)
5,"[np.int64(1), np.int64(9)]",7,428,17,82,19.158878504672895,6/10 (60%)
5,"[np.int64(20), np.int64(26)]",1,428,17,82,19.158878504672895,6/9 (67%)
8,"[np.int64(9), np.int64(26)]",3,982,39,188,19.144602851323828,6/10 (60%)
8,"[np.int64(8), np.int64(11)]",23,831,33,159,19.133574007220215,6/9 (67%)
8,"[np.int64(17), np.int64(35)]",32,1083,43,207,19.113573407202217,7/10 (70%)
5,"[np.int64(8), np.int64(14)]",33,403,16,77,19.106699751861044,6/9 (67%)
5,"[np.int64(2), np.int64(13)]",3,403,16,77,19.106699751861044,6/10 (60%)
5,"[np.int64(8), np.int64(14)]",24,403,16,77,19.106699751861044,6/9 (67%)
5,"[np.int64(7), np.int64(34)]",35,403,16,77,19.106699751861044,6/9 (67%)
5,"[np.int64(23), np.int64(31)]",4,504,20,96,19.047619047619047,6/10 (60%)
5,"[np.int64(23), np.int64(31)]",21,504,20,96,19.047619047619047,7/10 (70%)
8,"[np.int64(6), np.int64(15), np.int64(22)]",1,252,10,48,19.047619047619047,7/9 (78%)
5,"[np.int64(20), np.int64(31)]",21,353,14,67,18.980169971671387,6/10 (60%)
5,"[np.int64(12), np.int64(13)]",17,353,14,67,18.980169971671387,6/9 (67%)
5,"[np.int64(26), np.int64(27)]",35,353,14,67,18.980169971671387,6/9 (67%)
5,"[np.int64(20), np.int64(31)]",7,353,14,67,18.980169971671387,6/10 (60%)
5,"[np.int64(13), np.int64(35)]",17,454,18,86,18.94273127753304,6/10 (60%)
5,"[np.int64(13), np.int64(35)]",33,454,18,86,18.94273127753304,6/10 (60%)
8,"[np.int64(7), np.int64(23), np.int64(32)]",16,227,9,43,18.94273127753304,6/10 (60%)
8,"[np.int64(1), np.int64(31), np.int64(35)]",0,227,9,43,18.94273127753304,6/9 (67%)
8,"[np.int64(26), np.int64(31), np.int64(34)]",8,227,9,43,18.94273127753304,6/9 (67%)
8,"[np.int64(1), np.int64(3), np.int64(8)]",17,227,9,43,18.94273127753304,6/10 (60%)
8,"[np.int64(0), np.int64(12), np.int64(14)]",32,227,9,43,18.94273127753304,6/9 (67%)
8,"[np.int64(0), np.int64(18), np.int64(34)]",16,227,9,43,18.94273127753304,6/10 (60%)
8,"[np.int64(4), np.int64(24), np.int64(29)]",16,227,9,43,18.94273127753304,6/10 (60%)
8,"[np.int64(20), np.int64(21), np.int64(34)]",23,227,9,43,18.94273127753304,6/9 (67%)
8,"[np.int64(15), np.int64(19), np.int64(29)]",1,227,9,43,18.94273127753304,6/10 (60%)
8,"[np.int64(1), np.int64(31), np.int64(35)]",33,227,9,43,18.94273127753304,6/9 (67%)
8,"[np.int64(20), np.int64(37)]",32,1009,40,191,18.929633300297326,6/10 (60%)
5,"[np.int64(7), np.int64(15)]",19,429,17,81,18.88111888111888,7/10 (70%)
5,"[np.int64(9), np.int64(22)]",7,429,17,81,18.88111888111888,6/10 (60%)
5,"[np.int64(17), np.int64(25)]",12,429,17,81,18.88111888111888,7/10 (70%)
5,"[np.int64(6), np.int64(14)]",15,429,17,81,18.88111888111888,6/9 (67%)
5,"[np.int64(9), np.int64(22)]",0,429,17,81,18.88111888111888,6/10 (60%)
8,"[np.int64(3), np.int64(25)]",1,858,34,162,18.88111888111888,6/9 (67%)
8,"[np.int64(3), np.int64(26)]",33,1136,45,214,18.838028169014084,6/9 (67%)
5,"[np.int64(28), np.int64(33)]",31,404,16,76,18.81188118811881,6/9 (67%)
8,"[np.int64(16), np.int64(23), np.int64(37)]",31,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(4), np.int64(6), np.int64(19)]",29,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(17), np.int64(25), np.int64(30)]",16,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(9), np.int64(13), np.int64(17)]",1,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(0), np.int64(9), np.int64(21)]",18,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(7), np.int64(29), np.int64(35)]",18,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(3), np.int64(7), np.int64(19)]",8,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(4), np.int64(12), np.int64(35)]",8,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(2), np.int64(16), np.int64(22)]",10,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(3), np.int64(15), np.int64(19)]",10,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(17), np.int64(25), np.int64(30)]",30,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(1), np.int64(9), np.int64(15)]",8,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(21), np.int64(26), np.int64(28)]",34,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(6), np.int64(7), np.int64(15)]",32,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(7), np.int64(22), np.int64(35)]",16,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(6), np.int64(17), np.int64(18)]",5,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(32), np.int64(34), np.int64(35)]",26,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(0), np.int64(15), np.int64(28)]",2,202,8,38,18.81188118811881,6/9 (67%)
8,"[np.int64(1), np.int64(9), np.int64(15)]",3,202,8,38,18.81188118811881,6/10 (60%)
8,"[np.int64(30), np.int64(33)]",32,1086,43,204,18.784530386740332,6/10 (60%)
